question_id,paragraph_id,answers
9659,[2304],['Greater Boston']
9660,[2304],['The Charles River']
9661,[2304],['To the east']
9662,[2304],['Boston Harbor Islands National Recreation Area']
9663,[2305],['city of neighborhoods']
9664,[2306],['More than two-thirds']
9665,[2306],['tidal areas']
9666,[2306],['Trimountain']
9667,[2307],['6b']
9668,[2307],['Prevailing wind patterns']
9669,[2307],['January']
9670,[2308],['the North Atlantic']
9671,[2308],['December through March']
9672,[2309],['spring and early summer']
9673,[2309],['late spring']
9674,[2310],"['617,594']"
9675,[2311],['14.3%']
9676,[2311],['33.2%']
9677,[2312],"['$46,540']"
9678,[2313],['94.7%']
9679,[2313],['49.5%']
9680,[2313],['2000']
9681,[2314],['People of Irish descent']
9682,[2314],['15.8%']
9683,[2314],"['Over 27,000']"
9684,[2315],"['25,000']"
9685,[2315],"['227,000']"
9686,[2315],['22']
9687,[2316],['the East Boston neighborhood']
9688,[2316],"['107,917']"
9689,[2316],"['25,000+']"
9690,[2316],"['22,000+']"
9691,[2317],['25%']
9692,[2317],['29%']
9693,[2317],['33%']
9694,[2318],['two million']
9695,[2318],['339']
9696,[2318],['160']
9697,[2318],['1669']
9698,[2319],['among the top 30']
9699,[2319],['$363 billion']
9700,[2320],"['more than 350,000']"
9701,[2320],['$4.8 billion']
9702,[2320],['biotechnology']
9703,[2320],['life sciences cluster']
9704,[2320],['the National Institutes of Health']
9705,[2321],['venture capital']
9706,[2321],['high-tech companies']
9707,[2321],['venture capital investment']
9708,[2321],['high technology']
9709,[2322],['Tourism']
9710,[2322],['21.2 million']
9711,[2323],['financial services']
9712,[2323],['Fidelity Investments']
9713,[2323],['Fidelity Investments']
9714,[2323],['venture capital']
9715,[2323],['the Seaport District in Boston']
9716,[2324],['145 schools']
9717,[2324],['The Boston Latin School']
9718,[2324],['35%']
9719,[2325],['four']
9720,[2325],"['250,000']"
9721,[2325],['Boston University']
9722,[2326],['Smaller private schools']
9723,[2326],['New England School of Law']
9724,[2326],['New England School of Law']
9725,[2327],['Metropolitan Boston']
9726,[2327],['Suffolk University']
9727,[2327],['Berklee College of Music']
9728,[2328],['Harvard University']
9729,[2328],['Allston']
9730,[2329],['violent crime']
9731,[2329],['joining gangs']
9732,[2329],"['26.5 per 100,000']"
9733,[2330],['39']
9734,[2331],['greater New England']
9735,[2331],['Irish Americans']
9736,[2331],['Boston slang']
9737,[2332],['Athens of America']
9738,[2332],['the nineteenth century']
9739,[2332],['Old Corner Bookstore']
9740,[2332],['1852']
9741,[2333],['Big Five']
9742,[2333],['Gramophone']
9743,[2333],['Symphony Hall']
9744,[2333],['west of Back Bay']
9745,[2334],['Christopher Columbus Waterfront Park']
9746,[2334],['Catholic saints']
9747,[2334],['week-long']
9748,[2335],['several historic sites']
9749,[2335],['the Freedom Trail']
9750,[2335],['in the Seaport District']
9751,[2335],['The Boston Athenaeum']
9752,[2335],['within the city']
9753,[2336],['nearly 300']
9754,[2336],['the South End']
9755,[2336],"[""King's Chapel""]"
9756,[2337],['generally very good']
9757,[2337],['4 days']
9758,[2337],['the EPA']
9759,[2338],['cleaner energy facilities']
9760,[2338],['every three years']
9761,[2338],['in 2013']
9762,[2339],['Mayor Thomas Menino']
9763,[2339],['cost of living']
9764,[2339],['free']
9765,[2340],['directly into sewers']
9766,[2341],['nine']
9767,[2341],"['July 27, 2015']"
9768,[2342],['The Boston Red Sox']
9769,[2342],['1903']
9770,[2342],['1912']
9771,[2342],['Red Stockings']
9772,[2343],['Boston Garden']
9773,[2343],['two']
9774,[2343],"['17,565']"
9775,[2344],['the National Football League']
9776,[2344],['1960']
9777,[2344],['after relocating']
9778,[2344],['Gillette Stadium']
9779,[2345],['four']
9780,[2345],['Boston College']
9781,[2345],['Harvard']
9782,[2346],['October']
9783,[2346],['three']
9784,[2347],['Boston Common']
9785,[2347],['near the Financial District and Beacon Hill']
9786,[2347],['parks']
9787,[2347],['Frederick Law Olmsted']
9788,[2348],['ParkScore']
9789,[2348],['a half-mile']
9790,[2349],['every fourth year']
9791,[2349],['extensive executive power']
9792,[2349],['Marty Walsh']
9793,[2349],['The School Committee']
9794,[2350],['Boston']
9795,[2350],['state politics']
9796,[2350],['Massachusetts Water Resources Authority']
9797,[2350],['Massport']
9798,[2351],['The city']
9799,[2351],['Federal Reserve Bank of Boston']
9800,[2352],['the 7th district']
9801,[2352],['Mike Capuano']
9802,[2352],['1998']
9803,[2352],['the 8th district']
9804,[2353],['2009']
9805,[2353],['weekly']
9806,[2354],['Lawrence']
9807,[2354],['El Planeta']
9808,[2355],['2006']
9809,[2355],['all of New England']
9810,[2355],['Boston']
9811,[2356],['11th largest']
9812,[2356],['WEEI']
9813,[2356],['WZBC']
9814,[2356],['WHRB']
9815,[2356],['NPR']
9816,[2357],['8th largest in the United States']
9817,[2357],['WGBH-TV']
9818,[2357],['Spanish-language television networks']
9819,[2357],['Needham and Newton']
9820,[2358],['the Fenway district']
9821,[2358],['the Beacon Hill area']
9822,[2358],['Brighton Center']
9823,[2358],['The Boston Public Health Commission']
9824,[2359],['Tufts Medical Center']
9825,[2359],['Chinatown']
9826,[2359],['Boston City Hospital']
9827,[2360],['Logan Airport']
9828,[2360],['Massport']
9829,[2360],['Logan Airport']
9830,[2360],['Norwood Memorial Airport']
9831,[2361],['organically']
9832,[2361],['I-90']
9833,[2361],['2006']
9834,[2362],['nearly a third']
9835,[2362],['fifth-highest']
9836,[2362],['MBTA']
9837,[2362],['T']
9838,[2362],['65.5 miles']
9839,[2363],['South Station']
9840,[2363],['Route 128 Station']
9841,[2363],['southwestern']
9842,[2363],['North Station']
9843,[2364],['The Walking City']
9844,[2364],['pedestrian']
9845,[2364],['13 percent']
9846,[2364],['2015']
9847,[2364],['80']
9848,[2365],['cycling']
9849,[2365],['Bicycling magazine']
9850,[2365],"['more than 140,000']"
9851,[2366],['Universal Pictures']
9852,[2366],['Comcast']
9853,[2366],['New York City']
9854,[],[]
9855,[],[]
9856,[],[]
9857,[2367],['French']
9858,[2367],['Nordisk Film company']
9859,[],[]
9860,[],[]
9861,[],[]
9862,[2368],['Chicago']
9863,[],[]
9864,[],[]
9865,[],[]
9866,[],[]
9867,[2369],['Yankee Film Company']
9868,[2369],['Abe Stern and Julius Stern']
9869,[2369],"['Fort Lee, New Jersey']"
9870,[2369],['King Baggot']
9871,[],[]
9872,[],[]
9873,[2370],"['April 30, 1912']"
9874,[2370],['New York']
9875,[2370],['Laemmle']
9876,[2370],['movie production']
9877,[],[]
9878,[],[]
9879,[2371],"['March 15, 1915']"
9880,[2371],['Cahuenga Pass']
9881,[2371],['Universal']
9882,[],[]
9883,[],[]
9884,[2372],['more ambitious productions']
9885,[2372],['prestige motion pictures']
9886,[2372],['Lois Weber']
9887,[],[]
9888,[],[]
9889,[],[]
9890,[],[]
9891,[2373],['1922']
9892,[2373],['Lon Chaney']
9893,[2373],['1923']
9894,[2373],['Irving Thalberg']
9895,[],[]
9896,[],[]
9897,[],[]
9898,[2374],['Deutsche Universal-Film AG']
9899,[2374],['1926']
9900,[2374],['three to four']
9901,[2374],['Hungary']
9902,[],[]
9903,[],[]
9904,[2375],['Universal was losing money']
9905,[],[]
9906,[2376],['Ub Iwerks']
9907,[2376],['Universal']
9908,[2376],['Charles Mintz']
9909,[2376],['Mickey Mouse']
9910,[2376],['Steamboat Willie']
9911,[],[]
9912,[],[]
9913,[],[]
9914,[],[]
9915,[],[]
9916,[2377],['Disney']
9917,[2377],['NBC Universal']
9918,[2377],['1943']
9919,[],[]
9920,[],[]
9921,[],[]
9922,[2378],['Uncle Carl']
9923,[2378],['Ogden Nash']
9924,[2378],['21']
9925,[2378],['William Wyler']
9926,[],[]
9927,[],[]
9928,[],[]
9929,[],[]
9930,[],[]
9931,[],[]
9932,[],[]
9933,[2380],['1931']
9934,[2380],['Imitation of Life']
9935,[2380],['1936']
9936,[2380],['1931']
9937,[],[]
9938,[],[]
9939,[],[]
9940,[2381],['The theater chain']
9941,[2381],['production operations']
9942,[],[]
9943,[],[]
9944,[2382],['1929']
9945,[2382],"['$750,000']"
9946,[2382],"['April 2, 1936']"
9947,[],[]
9948,[],[]
9949,[],[]
9950,[2383],['Margaret Sullavan']
9951,[2383],['William Wyler']
9952,[],[]
9953,[],[]
9954,[],[]
9955,[],[]
9956,[2384],['Joe Pasternak']
9957,[2384],['1936']
9958,[2384],['light musicals']
9959,[],[]
9960,[],[]
9961,[2385],['Bing Crosby']
9962,[2385],['Paramount Studios']
9963,[2385],['1939']
9964,[],[]
9965,[],[]
9966,[2386],['1938–43']
9967,[2386],['1938–41']
9968,[2386],['1938–42']
9969,[2386],['1946–47']
9970,[],[]
9971,[],[]
9972,[],[]
9973,[],[]
9974,[2387],['Bud Abbott and Lou Costello']
9975,[2387],['Buck Privates']
9976,[],[]
9977,[],[]
9978,[2388],['1942–46']
9979,[2388],['1943–45']
9980,[2388],['1943']
9981,[],[]
9982,[],[]
9983,[],[]
9984,[],[]
9985,[2389],['Maria Montez']
9986,[2389],['Claude Rains']
9987,[2389],['1925']
9988,[2389],['1942']
9989,[],[]
9990,[],[]
9991,[],[]
9992,[2390],['one year']
9993,[2390],['William Goetz']
9994,[],[]
9995,[],[]
9996,[],[]
9997,[2391],['1948']
9998,[2391],['1951']
9999,[],[]
10000,[2392],['1946']
10001,[2392],['Francis']
10002,[2392],['1949']
10003,[2392],['Abbott and Costello Meet Frankenstein']
10004,[2392],['Milton Rackmil']
10005,[],[]
10006,[],[]
10007,[],[]
10008,[2393],['Tony Curtis']
10009,[2393],['William Alland']
10010,[2393],['Douglas Sirk']
10011,[2393],['Ross Hunter']
10012,[],[]
10013,[],[]
10014,[],[]
10015,[2394],"['U.S. vs. Paramount Pictures, et al.']"
10016,[],[]
10017,[],[]
10018,[],[]
10019,[],[]
10020,[2395],['MCA']
10021,[2395],['1.5']
10022,[2395],['1958']
10023,[2395],['$11 million']
10024,[],[]
10025,[],[]
10026,[],[]
10027,[2396],['1962']
10028,[2396],"['Universal City Studios, Inc.']"
10029,[2396],['Universal Television']
10030,[2396],['NBC Universal']
10031,[2396],['1964']
10032,[],[]
10033,[],[]
10034,[],[]
10035,[],[]
10036,[],[]
10037,[2397],['Maxwell Anderson']
10038,[2397],['1971']
10039,[2397],['Richard Burton']
10040,[2397],['Rooster Cogburn']
10041,[],[]
10042,[],[]
10043,[2398],['Paramount Pictures']
10044,[2398],['1970s']
10045,[2398],['Earthquake']
10046,[2398],['United Artists']
10047,[2398],['1997']
10048,[],[]
10049,[],[]
10050,[],[]
10051,[],[]
10052,[2399],['Lew Wasserman']
10053,[2399],['Panasonic']
10054,[2399],['$6.6 billion']
10055,[2399],['1990']
10056,[2399],['Japanese']
10057,[],[]
10058,[2400],['80%']
10059,[2400],['$5.7 billion']
10060,[2400],['its stake in DuPont']
10061,[2400],['PolyGram']
10062,[],[]
10063,[],[]
10064,[],[]
10065,[2401],['Edgar Bronfman Jr.']
10066,[2401],['Barry Diller']
10067,[2401],['Vivendi']
10068,[2401],['$40 million']
10069,[],[]
10070,[],[]
10071,[2402],['General Electric']
10072,[2402],['20%']
10073,[2402],['March 2013']
10074,[2402],['$16.7 billion']
10075,[],[]
10076,[],[]
10077,[],[]
10078,[2403],['2005']
10079,[2403],['Stacey Snider']
10080,[2403],['Adam Fogelson']
10081,[2403],['Stephanie Sperber']
10082,[2403],['Donna Langley']
10083,[],[]
10084,[],[]
10085,[2404],['Elliott Management']
10086,[2404],['Legendary Pictures']
10087,[2404],['2014']
10088,[],[]
10089,[2405],['Gramercy Pictures']
10090,[2405],['Focus Features']
10091,[2405],"['action, sci-fi, and horror']"
10092,[],[]
10093,[],[]
10094,[2406],['2015']
10095,[2406],['Minions']
10096,[2406],['Universal is the only studio']
10097,[],[]
10098,[2407],['Universal Productions France S.A.']
10099,[2407],['The Champagne Murders']
10100,[2407],['Fred Zinnemann']
10101,[2407],['Les Valseuses']
10102,[],[]
10103,[],[]
10104,[2408],['Uralic']
10105,[2408],['tens of thousands']
10106,[2409],['the underlying phonological mechanism']
10107,[],[]
10108,[],[]
10109,[],[]
10110,[2410],['Finnic']
10111,[2410],"['Finnish, Karelian']"
10112,[2410],['Hungarian and to the Sami languages']
10113,[],[]
10114,[],[]
10115,[],[]
10116,[],[]
10117,[2411],['Baltic Germans']
10118,[2411],['Middle Low German']
10119,[],[]
10120,[],[]
10121,[2412],['vowel']
10122,[2412],['subject–verb–object']
10123,[],[]
10124,[],[]
10125,[],[]
10126,[],[]
10127,[2413],['two']
10128,[2413],['North and South Estonian languages']
10129,[],[]
10130,[],[]
10131,[2414],"['Denmark, Germany, Sweden, and Russia']"
10132,[2414],['Estonia']
10133,[],[]
10134,[],[]
10135,[],[]
10136,[2415],['13th century']
10137,[2415],['Originates Livoniae']
10138,[2415],['Chronicle of Henry of Livonia']
10139,[2415],['words and fragments of sentences.']
10140,[],[]
10141,[],[]
10142,[],[]
10143,[],[]
10144,[2416],['a Lutheran manuscript']
10145,[2416],['1524 and 1528']
10146,[2416],['destroyed']
10147,[2416],['immediately after publication']
10148,[],[]
10149,[],[]
10150,[],[]
10151,[],[]
10152,[],[]
10153,[2417],['S. Wanradt and J. Koell']
10154,[2417],['1535']
10155,[2417],['bilingual German-Estonian translation of the Lutheran catechism']
10156,[2417],['1637']
10157,[],[]
10158,[],[]
10159,[],[]
10160,[],[]
10161,[],[]
10162,[2418],['patriotic and philosophical']
10163,[2418],['March 14']
10164,[2418],['Mother Tongue Day']
10165,[],[]
10166,[],[]
10167,[2419],"['14,503']"
10168,[2419],['Estonian']
10169,[],[]
10170,[],[]
10171,[],[]
10172,[2420],['Baltic Germans']
10173,[2420],['Estophile educated class']
10174,[2420],['Danes and Germans']
10175,[],[]
10176,[],[]
10177,[],[]
10178,[],[]
10179,[2421],['97.3%']
10180,[],[]
10181,[],[]
10182,[],[]
10183,[2422],['invaded and occupied']
10184,[2422],['Soviet Union']
10185,[2422],['Russian']
10186,[2422],['Latvia']
10187,[],[]
10188,[],[]
10189,[],[]
10190,[],[]
10191,[2423],['The Law on the Status of the Estonian Language']
10192,[],[]
10193,[],[]
10194,[],[]
10195,[],[]
10196,[],[]
10197,[],[]
10198,[],[]
10199,[],[]
10200,[],[]
10201,[2425],['two']
10202,[2425],['the northern and southern dialects']
10203,[2425],['Tallinn']
10204,[2425],['the northeastern coast of Estonia']
10205,[2425],['Tartu']
10206,[],[]
10207,[],[]
10208,[],[]
10209,[2426],['the keskmurre']
10210,[2426],['the idamurre or eastern dialect']
10211,[2426],['Saaremaa and Hiiumaa']
10212,[2426],['the läänemurre']
10213,[],[]
10214,[],[]
10215,[],[]
10216,[],[]
10217,[2427],"['the Tartu, Mulgi, Võru (Võro) and Setu (Seto) dialects']"
10218,[2427],['their culture']
10219,[2427],['separate languages altogether']
10220,[],[]
10221,[],[]
10222,[],[]
10223,[2428],"['[æ], as in English mat']"
10224,[],[]
10225,[],[]
10226,[2429],['one']
10227,[2429],['some historical and morphological deviations']
10228,[2429],['Where it is very impractical or impossible to type š and ž']
10229,[2429],['Pasha (pas-ha)']
10230,[],[]
10231,[],[]
10232,[2430],['Newer Orthography']
10233,[2430],['Eduard Ahrens']
10234,[2430],['19th century']
10235,[2430],['Older Orthography']
10236,[2430],['standard German orthography']
10237,[],[]
10238,[],[]
10239,[],[]
10240,[2431],['Russian']
10241,[2431],['Encyclopædia Britannica']
10242,[2431],"['""ostrov Khiuma""']"
10243,[],[]
10244,[],[]
10245,[],[]
10246,[2432],['transitional']
10247,[2432],['an agglutinating language']
10248,[2432],['subject–verb–object']
10249,[],[]
10250,[],[]
10251,[],[]
10252,[2433],['Estonian']
10253,[2433],['adjectives']
10254,[],[]
10255,[],[]
10256,[],[]
10257,[2434],['Finnish']
10258,[],[]
10259,[],[]
10260,[],[]
10261,[],[]
10262,[2435],['verbal system']
10263,[2435],['present tense']
10264,[2435],['special forms']
10265,[],[]
10266,[],[]
10267,[2436],['Low Saxon']
10268,[2436],['High German']
10269,[2436],['High German']
10270,[],[]
10271,[],[]
10272,[],[]
10273,[2437],"[""The initial letter 's' is often dropped""]"
10274,[2437],['pagas']
10275,[],[]
10276,[],[]
10277,[],[]
10278,[],[]
10279,[2438],['Ado Grenzstein']
10280,[2438],['1870s–90s']
10281,[2438],['formation ex nihilo']
10282,[2438],['Ado Grenzstein']
10283,[],[]
10284,[],[]
10285,[],[]
10286,[],[]
10287,[2439],['Johannes Aavik']
10288,[2439],['1880–1973']
10289,[2439],['creations ex nihilo']
10290,[2439],['approximately 4000']
10291,[],[]
10292,[],[]
10293,[],[]
10294,[],[]
10295,[],[]
10296,[2440],"['Ancient Greek, Latin and French']"
10297,[2440],['1921']
10298,[2440],['Aavikisms']
10299,[2440],['foreign lexical items']
10300,[],[]
10301,[],[]
10302,[],[]
10303,[],[]
10304,[2441],['summer time']
10305,[2441],['daylight']
10306,[2441],['autumn']
10307,[2442],['George Hudson']
10308,[2442],['1895']
10309,[2442],['Germany']
10310,[2443],['farming']
10311,[2444],['policy']
10312,[2445],['North and south of the tropics']
10313,[2445],['axial tilt']
10314,[2446],['one hour']
10315,[2446],['winter']
10316,[2446],['after']
10317,[2447],['lighting and heating']
10318,[2447],['equal']
10319,[2447],['after']
10320,[2447],['Supporters']
10321,[2448],['higher latitudes']
10322,[2448],['small']
10323,[2448],['extreme']
10324,[2449],['75']
10325,[2450],['Benjamin Franklin']
10326,[2450],['Parisians']
10327,[2450],['rail']
10328,[2450],['ringing church bells']
10329,[2451],['insects']
10330,[2451],['1895']
10331,[2451],['William Willett']
10332,[2451],['Robert Pearce']
10333,[2452],['1916']
10334,[2452],['Sommerzeit']
10335,[2452],['coal']
10336,[2452],['1918']
10337,[2453],['energy crisis']
10338,[2453],['Ireland']
10339,[2453],['Second World War']
10340,[2454],['many']
10341,[2455],['02:00']
10342,[2455],['23']
10343,[2455],['25']
10344,[2456],['weekday schedules']
10345,[2457],['Eastern European Time']
10346,[2457],['two hours']
10347,[2457],['Hawaii']
10348,[2458],['the Energy Policy Act of 2005']
10349,[2458],['Congress']
10350,[2458],['Halloween']
10351,[2459],['24:00']
10352,[2459],['Saturday']
10353,[2459],['summer']
10354,[2460],['equatorial Brazil']
10355,[2460],['Asia and Africa']
10356,[2461],['Winston Churchill']
10357,[2461],['Daylight Slaving Time']
10358,[2461],['agricultural']
10359,[2461],['sports']
10360,[2461],['war']
10361,[2462],['Edward VII']
10362,[2462],['Napier Shaw']
10363,[2462],['Andrew Peters']
10364,[2463],['Robert Garland']
10365,[2463],['1917']
10366,[2463],['1918']
10367,[2464],['Easter']
10368,[2464],['New York']
10369,[2465],['7-Eleven']
10370,[2465],['1966']
10371,[2466],['54.5%']
10372,[2466],['Peter Wellington']
10373,[2467],['the Royal Society for the Prevention of Accidents']
10374,[2467],['northern regions']
10375,[2468],['Ramadan']
10376,[2468],['the evening dinner']
10377,[2468],['Iran']
10378,[2468],['July and August']
10379,[2469],['2011']
10380,[2469],['Belarus']
10381,[2469],['Russia']
10382,[2469],['winter']
10383,[2469],['2014']
10384,[2470],['urban workers']
10385,[2470],['summer']
10386,[2470],['saves energy']
10387,[2471],['heart attack']
10388,[2471],['Farmers']
10389,[2471],['inconclusive']
10390,[2471],['morning']
10391,[2472],['get up earlier']
10392,[2472],['winter']
10393,[2472],['coordination with others']
10394,[2473],['morning']
10395,[2473],['incandescent']
10396,[2473],['climate']
10397,[2474],['extension of DST']
10398,[2475],['sporting goods']
10399,[2475],['the National Golf Foundation']
10400,[2475],['1984']
10401,[2475],['3%']
10402,[2476],['cows']
10403,[2476],['earlier']
10404,[2477],['decreased economic efficiency']
10405,[2477],['the daylight-saving effect']
10406,[2478],['1976']
10407,[2478],['the Insurance Institute for Highway Safety']
10408,[2478],['SDST']
10409,[2478],['11%']
10410,[2479],['violent crime rate']
10411,[2479],['two']
10412,[2480],['carbon monoxide detectors']
10413,[2480],['the first days of spring and autumn']
10414,[2480],['lights']
10415,[2480],['hazardous materials']
10416,[2481],['vitamin D']
10417,[2481],['Gordon Gund']
10418,[2481],['skin cancer']
10419,[2481],['rise earlier']
10420,[2482],['Kazakhstan']
10421,[2482],['Dmitri Medvedev']
10422,[2482],['three']
10423,[2483],['higher']
10424,[2483],['before dawn']
10425,[2484],['twice']
10426,[2484],['change their clocks']
10427,[2484],['multiple DST rules']
10428,[2485],['1993']
10429,[2485],['one hour']
10430,[2485],['software developers']
10431,[2485],['Coordinated Universal Time']
10432,[2486],['weekly']
10433,[2486],['Some clock-shift problems']
10434,[2487],['disadvantages']
10435,[2487],['magnify']
10436,[2487],['sun-exposure guidelines']
10437,[2487],['time zone']
10438,[2488],['daylight savings time']
10439,[2488],['daylight saving time']
10440,[2488],['American Heritage']
10441,[2489],['summer time']
10442,[2489],['ora legale']
10443,[2490],['The name of local time']
10444,[2490],['Pacific Daylight Time']
10445,[2490],['British Summer Time']
10446,[2491],"['spring forward, fall back']"
10447,[2492],['Changes to DST rules']
10448,[2492],['upgrades']
10449,[2492],['corporate information technologists']
10450,[2493],['UTC']
10451,[2493],['time zone differences']
10452,[2493],['operating systems']
10453,[2493],['internally']
10454,[2493],['local time']
10455,[2494],['zoneinfo']
10456,[2495],['historical and predicted clock shifts']
10457,[2495],['TZ']
10458,[2495],['tztab']
10459,[2496],['one']
10460,[2496],['all years']
10461,[2496],['older timestamps']
10462,[2497],['specifying the name of a location']
10463,[2497],['when DST rules change']
10464,[2498],['1995']
10465,[2498],['marked Israel as not having DST']
10466,[2498],['twice a year']
10467,[2498],['The 2005 Israeli Daylight Saving Law']
10468,[2498],['the Gregorian calendar']
10469,[2499],['local time']
10470,[2499],['a rescue boot disk']
10471,[2499],['2008']
10472,[2499],['two']
10473,[2500],['UTC']
10474,[2500],['FAT']
10475,[2500],['current local time']
10476,[2501],['time shifts']
10477,[2501],['late']
10478,[2501],['2011 to 2014']
10479,[2501],['winter']
10480,[2502],['Central Standard Time']
10481,[2503],['an extra hour']
10482,[2503],['three']
10483,[2503],['Central European Midsummer Time']
10484,[2504],['Royal Institute of British Architects']
10485,[2504],['1837']
10486,[2504],['1971']
10487,[2504],['United Kingdom']
10488,[],[]
10489,[],[]
10490,[2505],['Institute of British Architects in London']
10491,[2505],['1834']
10492,[2505],['Architects']
10493,[],[]
10494,[2506],['the grant of the royal charter']
10495,[2506],['the reference to London']
10496,[2506],['1892']
10497,[2506],['Portland Place']
10498,[2506],['King George V and Queen Mary']
10499,[],[]
10500,[],[]
10501,[],[]
10502,[],[]
10503,[2507],"['1887, 1909 and 1925']"
10504,[2507],['1971']
10505,[2507],['minor amendments']
10506,[],[]
10507,[],[]
10508,[],[]
10509,[2508],['The original Charter of 1837']
10510,[2508],['promoting and facilitating']
10511,[],[]
10512,[],[]
10513,[],[]
10514,[],[]
10515,[],[]
10516,[],[]
10517,[2510],['Thomas Leverton Donaldson']
10518,[2510],['honorary secretary']
10519,[],[]
10520,[],[]
10521,[],[]
10522,[2511],"[""the Architects' Registration Council of the United Kingdom""]"
10523,[2511],"['the Board of Architectural Education under the Architects (Registration) Acts, 1931 to 1938']"
10524,[2511],['the Liverpool University School of Architecture']
10525,[2511],['Encyclopædia Britannica']
10526,[2511],['twenty']
10527,[],[]
10528,[],[]
10529,[],[]
10530,[],[]
10531,[],[]
10532,[2512],['architectural associations']
10533,[],[]
10534,[],[]
10535,[],[]
10536,[],[]
10537,[],[]
10538,[2513],['1904']
10539,[2513],['syllabus']
10540,[2513],['an approved external examiner']
10541,[2513],['Visiting Board']
10542,[],[]
10543,[],[]
10544,[],[]
10545,[2514],['European Union']
10546,[2514],"['the Housing Grants, Construction and Regeneration Act']"
10547,[2514],['Architects Registration Board']
10548,[],[]
10549,[],[]
10550,[],[]
10551,[],[]
10552,[2515],"[""to assess courses for exemption from the RIBA's examinations in architecture""]"
10553,[2515],['2011']
10554,[2515],['Architects Registration Board']
10555,[2515],['RIBA also validates courses outside the UK']
10556,[],[]
10557,[],[]
10558,[],[]
10559,[2516],['RIBA']
10560,[2516],['Student Members']
10561,[2516],['fellowships']
10562,[2516],['FRIBA']
10563,[],[]
10564,[2517],['66 Portland Place']
10565,[2517],['events']
10566,[],[]
10567,[],[]
10568,[],[]
10569,[2518],['Cambridge']
10570,[],[]
10571,[],[]
10572,[],[]
10573,[2519],['RIBA Enterprises']
10574,[2519],['15 Bonhill Street in London']
10575,[2519],['over 250']
10576,[2519],['180']
10577,[],[]
10578,[2520],"['RIBA Insight, RIBA Appointments, and RIBA Publishing']"
10579,[2520],['RIBA Product Selector and RIBA Journal']
10580,[2520],['National Building Specification']
10581,[2520],['130']
10582,[],[]
10583,[],[]
10584,[2521],['The British Architectural Library']
10585,[2521],['over four million']
10586,[2521],['Europe']
10587,[],[]
10588,[],[]
10589,[],[]
10590,[],[]
10591,[2522],['9 Conduit Street']
10592,[2522],['66 Portland Place']
10593,[2522],['1934']
10594,[2522],['Adolf Loos']
10595,[],[]
10596,[],[]
10597,[2523],['the Henry Cole Wing of the V&A']
10598,[2523],['Art Deco']
10599,[],[]
10600,[],[]
10601,[],[]
10602,[],[]
10603,[],[]
10604,[],[]
10605,[2525],['Gareth Hoskins Architects']
10606,[2525],['21 Portman Place']
10607,[2525],['the Henry Cole Wing']
10608,[],[]
10609,[],[]
10610,[],[]
10611,[2526],['1848']
10612,[2526],['a distinguished body of work']
10613,[2526],"['£500,000']"
10614,[2526],"[""the President's Medals""]"
10615,[],[]
10616,[],[]
10617,[],[]
10618,[2527],['design professionals and client representatives']
10619,[],[]
10620,[],[]
10621,[],[]
10622,[],[]
10623,[2528],['RIBA']
10624,[2528],['course validation']
10625,[],[]
10626,[],[]
10627,[],[]
10628,[2529],['three-year first degree']
10629,[2529],['professional exams']
10630,[2529],['seven years']
10631,[],[]
10632,[],[]
10633,[],[]
10634,[2530],['minimum space standards']
10635,[2530],['2007']
10636,[2530],['Jack Pringle']
10637,[2530],['the 1920s']
10638,[2530],['Holland']
10639,[],[]
10640,[],[]
10641,[],[]
10642,[2531],['National Archives']
10643,[2531],['National Archives and Records Administration']
10644,[],[]
10645,[],[]
10646,[],[]
10647,[],[]
10648,[],[]
10649,[],[]
10650,[2533],['The Office of the Federal Register']
10651,[],[]
10652,[],[]
10653,[],[]
10654,[2534],['1964']
10655,[2534],"['4,500']"
10656,[],[]
10657,[],[]
10658,[],[]
10659,[2535],['FOIA']
10660,[2535],['FOIA disputes']
10661,[2535],['FOIA policies']
10662,[],[]
10663,[],[]
10664,[],[]
10665,[],[]
10666,[],[]
10667,[],[]
10668,[2537],['R.D.W. Connor']
10669,[2537],['1934']
10670,[2537],['Hoover Commission']
10671,[],[]
10672,[],[]
10673,[],[]
10674,[],[]
10675,[],[]
10676,[2538],['2007']
10677,[],[]
10678,[],[]
10679,[],[]
10680,[],[]
10681,[2539],['2010']
10682,[2539],['Executive Order 13526']
10683,[],[]
10684,[],[]
10685,[],[]
10686,[],[]
10687,[],[]
10688,[2540],['governmental department or agency']
10689,[2540],['documents']
10690,[2540],['microfilm']
10691,[],[]
10692,[],[]
10693,[],[]
10694,[],[]
10695,[2541],['Archival Research Catalog (ARC)']
10696,[2541],['10 billion']
10697,[2541],"['922,000']"
10698,[2541],['artifacts']
10699,[2541],"['527,000']"
10700,[],[]
10701,[],[]
10702,[],[]
10703,[],[]
10704,[2542],['public domain']
10705,[2542],['copyright']
10706,[2542],['Executive Order 13526']
10707,[2542],['Information Security Oversight Office']
10708,[],[]
10709,[],[]
10710,[],[]
10711,[],[]
10712,[2543],['1790 to 1930']
10713,[],[]
10714,[],[]
10715,[],[]
10716,[],[]
10717,[2544],['Archives I']
10718,[2544],['Constitution Avenue']
10719,[],[]
10720,[],[]
10721,[],[]
10722,[],[]
10723,[2545],['over 30 years']
10724,[],[]
